,ticker,name,sector,date,signal,score,confidence,target_return,pattern_type,experts,reasons
11,003490,대한항공,기타,2026-05-14,BUY,0.5940000000000001,0.675,0.07500000000000001,강한 상승 모멘텀 성장주,"['growth', 'theme']","['대한항공은 강한 상승 추세와 긍정적인 주가 모멘텀 지표를 보이며, 유사 패턴 중 높은 수익률을 기록한 사례들이 존재하나, 섹터 성장성 측면에서는 아쉬움이 있고 과매수 구간 진입 가능성에 대한 주의가 필요합니다.', '대한항공은 강한 상승 추세와 MACD 골든크로스 등 긍정적인 기술적 지표를 보이며, 유사 패턴 중 볼린저 상단대에서 급등한 사례가 있어 단기 추가 상승 여력이 있으나, 현재 명확한 정책/이슈 모멘텀이 부재하고 볼린저 상단대에 위치하여 단기 과열 가능성도 상존합니다. 따라서 단기적인 접근이 유효하며, 명확한 손절선 설정이 필요합니다.']"
12,009540,HD한국조선해양,기타,2026-05-14,BUY,0.57375,0.675,0.05,단기 하락 후 반등 기대,"['crisis', 'theme']","['단기 하락에도 불구하고 MACD 골든크로스 및 볼린저 하단대 진입으로 기술적 반등 가능성이 높으며, 유사 사례 분석 결과 긍정적인 회복 패턴을 보임.', 'HD한국조선해양은 단기 하락 추세이나 MACD 골든크로스 및 볼린저 하단대 진입으로 기술적 반등 가능성이 높으며, 유사 패턴 분석 시 긍정적인 단기 수익률을 보인 사례가 다수 존재합니다. 다만, 현재 특별한 정책/이슈 모멘텀이 부재하여 단기 기술적 반등에 초점을 맞춘 접근이 필요합니다.']"
13,033500,동성화인텍,기타,2026-05-14,BUY,0.5525,0.65,0.07,급락 후 반등 시도,['crisis'],"['강한 하락 추세 속 RSI 과매도권 진입 및 볼린저밴드 하단 이탈, MACD 골든크로스 발생으로 단기 기술적 반등 가능성이 높음. 유사 사례 중 반등 사례가 다수 존재.']"
14,489790,한화비전,기타,2026-05-14,BUY,0.5249999999999999,0.7,0.065,단기 하락 후 반등 기대,"['crisis', 'theme']","['단기 하락 추세이나 MACD 골든크로스 및 볼린저밴드 하단 접근으로 기술적 반등 가능성이 높으며, 유사 사례 분석 결과 긍정적인 회복 패턴이 다수 확인됩니다.', '한화비전은 단기 하락 추세이나 MACD 골든크로스 및 볼린저 하단대 진입으로 기술적 반등 가능성이 높으며, 유사 패턴 중 긍정적인 수익률을 보인 사례가 다수 존재합니다. 다만, 현재 명확한 테마 이슈가 부재하여 단기 기술적 반등에 초점을 맞춘 접근이 필요합니다. 손절선은 MA20 대비 -8% 수준으로 설정합니다.']"
15,388720,유일로보틱스,기타,2026-05-14,BUY,0.5062500000000001,0.675,0.08,단기 모멘텀 성장주,"['theme', 'growth']","['유일로보틱스는 로봇 테마의 대표 종목으로, MACD 골든크로스 및 단기 상승 추세가 긍정적이며, 유사 패턴 중 높은 수익률 사례가 다수 존재하여 단기 상승 모멘텀을 기대할 수 있습니다. 다만, 현재 명확한 정책/이슈 모멘텀이 부재하고, 과거 유사 패턴 중 하락 사례도 있어 보수적인 접근이 필요합니다. RSI가 중립 수준으로 단기 과열은 아니지만, 로봇 테마의 변동성이 큰 점을 고려하여 손절선을 명확히 설정해야 합니다. 손절선은 최근 20일 이동평균선 이탈 시 또는 5% 하락 시로 설정하는 것을 권고합니다.', 'MACD 골든크로스 및 단기 상승 추세 유지, 유사 패턴에서 긍정적 수익률 사례 다수 존재하나, 높은 변동성은 주의 필요.']"
16,043260,성호전자,기타,2026-05-14,BUY,0.5062500000000001,0.675,0.060000000000000005,단기하락 후 반등 시도,"['crisis', 'theme']","['단기 하락 후 MACD 골든크로스 및 볼린저밴드 하단 지지, 유사 사례들의 높은 반등 가능성을 고려할 때 단기 반등을 기대할 수 있습니다.', '단기 하락 추세 속 MACD 골든크로스 및 볼린저밴드 하단대 진입으로 기술적 반등 가능성이 높으며, 유사 패턴 사례들이 긍정적인 단기 수익률을 보였으나, 명확한 테마 부재로 상승폭은 제한적일 수 있습니다. 손절선은 MA20대비 -10% 이탈 시 설정합니다.']"
17,011790,SKC,기타,2026-05-14,BUY,0.315,0.675,0.065,강한 상승 모멘텀 성장주,"['growth', 'theme']","['SKC는 강한 상승 추세와 긍정적인 기술적 지표를 보이며, 유사 패턴 분석 결과 단기 상승 여력이 높게 나타나 성장주 투자 관점에서 매수 매력이 있습니다.', 'SKC는 강한 상승 추세와 긍정적인 기술적 지표를 보이나, 최근 급등에 비해 명확한 테마 모멘텀이 부재하여 단기 조정 가능성을 염두에 둔 홀딩 전략이 유효합니다. 유사 패턴 사례에서도 긍정적인 수익률이 다수이나, -4.1% 사례도 있어 주의가 필요합니다.']"
18,018670,SK가스,기타,2026-05-14,BUY,0.315,0.675,0.05,강한 상승 모멘텀 지속,"['growth', 'theme']","['SK가스는 강한 상승 추세와 긍정적인 기술적 지표를 보이며, 유사 패턴 분석 결과 긍정적인 수익률을 기대할 수 있으나, 단기 과열에 대한 주의가 필요합니다.', '강한 상승 추세와 긍정적인 기술적 지표에도 불구하고, 명확한 테마 모멘텀 부재 및 볼린저밴드 상단 위치로 단기 과열 우려가 있어 추가 상승 여력은 제한적일 수 있습니다. 유사 사례 중 마이너스 수익률 사례도 존재하여 보수적인 접근이 필요합니다.']"
19,090360,로보스타,기타,2026-05-14,BUY,0.315,0.675,0.05,강한 상승 모멘텀 테마주/성장주,"['theme', 'growth']","['로보스타는 강한 상승 추세와 폭발적인 거래량을 보이며 단기 과열 양상을 띠고 있으나, 유사 패턴 사례에서 긍정적인 수익률이 다수 확인되어 추가 상승 여력은 있으나, 명확한 테마 모멘텀 부재로 보수적인 접근이 필요합니다. 손절선은 MA20 지지선 이탈 시 고려해야 합니다.', '로보스타는 강한 상승 추세와 폭발적인 거래량 증가로 주가 모멘텀이 매우 강하며, 로봇 섹터의 성장성을 고려할 때 단기적인 과매수 부담에도 불구하고 추가 상승 여력이 존재합니다.']"
20,019210,와이지-원,기타,2026-05-14,BUY,0.308,0.6499999999999999,0.04,강한 상승 모멘텀 성장주,"['growth', 'theme']","['강력한 주가 모멘텀과 거래량 급증으로 단기 상승 여력은 충분하나, 유사 사례에서 나타난 변동성을 고려하여 보수적인 접근이 필요합니다.', '강한 상승 추세와 긍정적인 기술적 지표에도 불구하고, 명확한 테마 모멘텀 부재와 단기 과열 징후가 혼재되어 있어 추가 상승 여력은 제한적일 수 있습니다.']"
